title_id,title_name,description,title_page_url
1260039918,Sukh Mhanje Nakki Kay Asta,"Reincarnated 25 years after the tragedy, Nitya and Adhiraj lead different lives in Mumbai. But destiny brings them together, and a new saga of love begins.",https://www.hotstar.com/in/shows/sukh-mhanje-nakki-kay-asta/1260039918
1260065652,Turning the Tables with Robin Roberts,"Robin Roberts connects with multiple generations of Hollywood’s groundbreaking women for never-before-heard, intimate conversations about growth and struggle.",https://www.hotstar.com/in/shows/turning-the-tables-with-robin-roberts/1260065652
14889,Satyam Shivam Sundaram,"Politics of power, games of deceit, unhealed wounds, frustrated desires and secret crimes; find it all here in this power-packed drama of three rich brothers.",https://www.hotstar.com/in/shows/satyam-shivam-sundaram/14889
18539,Yashasvi Bhava 2018,Watch the rise and belief story of Yashasvi Jaiswal on hotstar,https://www.hotstar.com/in/shows/yashasvi-bhava-2018/18539
1260080021,Rookie Cops,A coming-of-age story that captures the spirit and passion of youth as two students at the Korean National Police University study to become full-fledged cops.,https://www.hotstar.com/in/shows/rookie-cops/1260080021
1260163010,Mere Rang Mein Rangne Wali,"Rangoli and Riddhiman are worlds apart! But destined to be together, their lives get intertwined by a marriage alliance, and a new saga of romance begins.",https://www.hotstar.com/in/shows/mere-rang-mein-rangne-wali/1260163010
1260006530,Superstructures Engineering Marvels,"From the biggest plane to the tallest building, witness the extraordinary feats of engineering hidden inside the most spectacular man-made constructions.",https://www.hotstar.com/in/shows/superstructures-engineering-marvels/1260006530
1260106707,Fastest Family First,"It is not just about how much you know, but how well you know your family member or partner. Get ready with your family for the buzzer!",https://www.hotstar.com/in/shows/fastest-family-first/1260106707
1260071615,Valkannadi,"Everyone's favourite Arya is back with a yet another reality show! Join her in this fun-filled game show, featuring a bevy of small-screen stars as guests.",https://www.hotstar.com/in/shows/valkannadi/1260071615
1260061550,BB Jodigal,"With a mix of reel and real life couples, the Bigg Boss contestants are back to flaunt their dancing skills. Get set for some new moves and grooves!",https://www.hotstar.com/in/shows/bb-jodigal/1260061550
